Name,Time,Artist,Album,Genre,Plays,Album Artist,Release Date,Track Number,Last Played,Skips,Last Skipped,Date Added,Composer
Normal Person,4:22,Arcade Fire,Reflektor,Alternative,5,Arcade Fire,28/10/2013,5 of 7,28/11/2013 2:27 PM,,,31/10/2013 7:30 PM,
You Already Know,3:59,Arcade Fire,Reflektor,Alternative,4,Arcade Fire,28/10/2013,6 of 7,28/11/2013 2:31 PM,,,31/10/2013 7:32 PM,
Joan Of Arc,5:24,Arcade Fire,Reflektor,Alternative,3,Arcade Fire,28/10/2013,7 of 7,28/11/2013 2:36 PM,,,31/10/2013 7:30 PM,
Digital Booklet - 2013,,Arcade Fire,Reflektor,Alternative,,Arcade Fire,28/04/2003,,,,,31/10/2013 7:29 PM,
Here Comes The Night Time II,2:52,Arcade Fire,Reflektor,Alternative,3,Arcade Fire,28/10/2013,1 of 6,28/11/2013 2:39 PM,,,31/10/2013 7:30 PM,
Awful Sound (Oh Eurydice),6:14,Arcade Fire,Reflektor,Alternative,3,Arcade Fire,28/10/2013,2 of 6,28/11/2013 2:45 PM,,,31/10/2013 7:29 PM,
It’s Never Over (Oh Orpheus),6:43,Arcade Fire,Reflektor,Alternative,3,Arcade Fire,28/10/2013,3 of 6,28/11/2013 2:52 PM,,,31/10/2013 7:30 PM,
Porno,6:03,Arcade Fire,Reflektor,Alternative,3,Arcade Fire,28/10/2013,4 of 6,28/11/2013 2:58 PM,,,31/10/2013 7:30 PM,
Afterlife,5:53,Arcade Fire,Reflektor,Alternative,3,Arcade Fire,28/10/2013,5 of 6,28/11/2013 3:04 PM,1,3/11/2013 20:19:00,31/10/2013 7:29 PM,
Supersymmetry,11:17,Arcade Fire,Reflektor,Alternative,2,Arcade Fire,28/10/2013,6 of 6,3/11/2013 21:32:00,,,31/10/2013 7:30 PM,
Do I Wanna Know?,4:32,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,1 of 12,,,,10/9/2013 7:12:00,
One For the Road,3:26,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,3 of 12,,,,10/9/2013 7:12:00,
One For the Road,3:26,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,3 of 12,,,,1/11/2013 22:37:00,
Arabella,3:27,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,4 of 12,,,,10/9/2013 7:12:00,
I Want It All,3:04,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,5 of 12,,,,10/9/2013 7:12:00,
No. 1 Party Anthem,4:03,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,6 of 12,,,,10/9/2013 7:12:00,
Mad Sounds,3:35,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,7 of 12,,,,10/9/2013 7:12:00,
Fireside,3:01,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,8 of 12,,,,10/9/2013 7:12:00,
Why'd You Only Call Me When You're High?,2:41,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,9 of 12,,,,10/9/2013 7:12:00,
Snap Out of It,3:13,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,10 of 12,,,,10/9/2013 7:12:00,
Knee Socks,4:18,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,11 of 12,,,,10/9/2013 7:12:00,
I Wanna Be Yours,3:04,Arctic Monkeys,AM,Alternative,,Arctic Monkeys,9/9/2013,12 of 12,,,,10/9/2013 7:12:00,
Temptation Greets You Like Your Naughty Friend,3:27,Arctic Monkeys,Brianstorm - Single,Alternative,,Arctic Monkeys,17/04/2007,2 of 3,,,,28/01/2012 5:14 PM,
What If You Were Right the First Time?,3:03,Arctic Monkeys,Brianstorm - Single,Alternative,,Arctic Monkeys,17/04/2007,3 of 3,,,,28/01/2012 5:14 PM,
Brianstorm,2:52,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,1 of 12,,,,27/12/2011 4:55 PM,
Teddy Picker,2:41,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,2 of 12,,,,27/12/2011 4:55 PM,
D Is for Dangerous,2:15,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,3 of 12,,,,27/12/2011 4:55 PM,
Balaclava,2:47,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,4 of 12,,,,27/12/2011 4:55 PM,
Fluorescent Adolescent,2:53,Arctic Monkeys,Favourite Worst Nightmare,Alternative,1,Arctic Monkeys,24/04/2007,5 of 12,2/7/2014 15:59:00,,,27/12/2011 4:55 PM,
Only Ones Who Know,3:01,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,6 of 12,,,,27/12/2011 4:55 PM,
Do Me a Favour,3:25,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,7 of 12,,,,27/12/2011 4:55 PM,
This House Is a Circus,3:10,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,8 of 12,,,,27/12/2011 4:55 PM,
"If You Were There, Beware",4:34,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,9 of 12,,,,27/12/2011 4:55 PM,
The Bad Thing,2:23,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,10 of 12,,,,27/12/2011 4:55 PM,
Old Yellow Bricks,3:07,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,11 of 12,,,,27/12/2011 4:55 PM,
505,4:14,Arctic Monkeys,Favourite Worst Nightmare,Alternative,,Arctic Monkeys,24/04/2007,12 of 12,,,,27/12/2011 4:55 PM,
The Bakery,2:57,Arctic Monkeys,Fluorescent Adolescent,Alternative,,Arctic Monkeys,11/9/2007,2 of 4,,,,28/01/2012 5:17 PM,
Plastic Tramp,2:54,Arctic Monkeys,Fluorescent Adolescent,Alternative,,Arctic Monkeys,11/9/2007,3 of 4,,,,28/01/2012 5:17 PM,
Too Much to Ask,3:03,Arctic Monkeys,Fluorescent Adolescent,Alternative,,Arctic Monkeys,11/9/2007,4 of 4,,,,28/01/2012 5:17 PM,
My Propeller,3:27,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,1 of 10,,,,27/12/2011 5:17 PM,
Crying Lightning,3:43,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,2 of 10,,,,27/12/2011 5:17 PM,
Dangerous Animals,3:31,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,3 of 10,,,,27/12/2011 5:17 PM,
Secret Door,3:43,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,4 of 10,,,,27/12/2011 5:17 PM,
Potion Approaching,3:32,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,5 of 10,,,,27/12/2011 5:17 PM,
Fire and the Thud,3:57,Arctic Monkeys,Humbug,Alternative,1,Arctic Monkeys,25/08/2009,6 of 10,25/08/2014 12:57 AM,,,27/12/2011 5:17 PM,
Cornerstone,3:18,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,7 of 10,,,,27/12/2011 5:17 PM,
Dance Little Liar,4:43,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,8 of 10,,,,27/12/2011 5:17 PM,
Pretty Visitors,3:40,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,9 of 10,,,,27/12/2011 5:17 PM,
The Jeweller's Hands,5:44,Arctic Monkeys,Humbug,Alternative,,Arctic Monkeys,25/08/2009,10 of 10,,,,27/12/2011 5:17 PM,
Bigger Boys and Stolen Sweethearts,3:01,Arctic Monkeys,I Bet You Look Good On the Dance Floor - EP,Alternative,,Arctic Monkeys,29/11/2005,2 of 3,,,,28/01/2012 5:24 PM,
Chun Li Flying Bird Kick,4:41,Arctic Monkeys,I Bet You Look Good On the Dance Floor - EP,Alternative,,Arctic Monkeys,29/11/2005,3 of 3,,,,28/01/2012 5:24 PM,
Leave Before the Lights Come On,3:52,Arctic Monkeys,Leave Before the Lights Come On - EP,Alternative,,Arctic Monkeys,17/10/2006,1 of 3,,,,28/01/2012 5:13 PM,
Put Your Dukes Up John,3:02,Arctic Monkeys,Leave Before the Lights Come On - EP,Alternative,,Arctic Monkeys,17/10/2006,2 of 3,,,,28/01/2012 5:13 PM,
Baby I'm Yours,2:41,Arctic Monkeys,Leave Before the Lights Come On - EP,Alternative,,Arctic Monkeys,17/10/2006,3 of 3,,,,28/01/2012 5:13 PM,
R U Mine?,3:20,Arctic Monkeys,R U Mine? - Single,Alternative,,Arctic Monkeys,2/3/2012,1 of 1,,,,27/02/2012 10:47 PM,Arctic Monkeys
Electricity,3:02,Arctic Monkeys,R U Mine? / Electricity - Single,Alternative,,Arctic Monkeys,24/04/2012,2 of 2,,,,26/04/2012 9:31 PM,Arctic Monkeys
She's Thunderstorms,3:55,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,1 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Black Treacle,3:35,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,2 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Brick By Brick,3:00,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,3 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
The Hellcat Spangled Shalalala,3:00,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,4 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Don't Sit Down 'Cause I've Moved Your Chair,3:04,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,5 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Library Pictures,2:22,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,6 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
All My Own Stunts,3:52,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,7 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Reckless Serenade,2:43,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,8 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Piledriver Waltz,3:24,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,9 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Love Is a Laserquest,3:11,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,10 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Suck It and See,3:46,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,11 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
That's Where You're Wrong,4:17,Arctic Monkeys,Suck It and See,Alternative,,Arctic Monkeys,7/6/2011,12 of 12,,,,29/12/2011 3:25 PM,Arctic Monkeys
Evil Twin,3:17,Arctic Monkeys,Suck It and See - Single,Alternative,,Arctic Monkeys,1/11/2011,2 of 2,,,,28/01/2012 5:25 PM,Arctic Monkeys
The View from the Afternoon,3:40,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,1,Arctic Monkeys,21/02/2006,1 of 13,10/10/2013 15:46:00,,,21/12/2011 10:15 PM,
I Bet You Look Good On the Dancefloor,2:56,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,2 of 13,,,,21/12/2011 10:15 PM,
Fake Tales of San Francisco,3:00,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,3 of 13,,,,21/12/2011 10:15 PM,
Dancing Shoes,2:23,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,4 of 13,,,,21/12/2011 10:15 PM,
You Probably Couldn't See for the Lights But You Were Staring Straight At Me,2:13,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,5 of 13,,,,21/12/2011 10:15 PM,
Still Take You Home,2:56,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,6 of 13,,,,21/12/2011 10:15 PM,
Riot Van,2:17,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,7 of 13,,,,21/12/2011 10:15 PM,
Red Light Indicates Doors Are Secured,2:26,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,8 of 13,,,,21/12/2011 10:15 PM,
Mardy Bum,2:57,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,9 of 13,,,,21/12/2011 10:15 PM,
Perhaps Vampires Is a Bit Strong But…,4:31,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,10 of 13,,,,21/12/2011 10:15 PM,
When the Sun Goes Down,3:22,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,11 of 13,,,,21/12/2011 10:15 PM,
From the Ritz to the Rubble,3:15,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,12 of 13,,,,21/12/2011 10:15 PM,
A Certain Romance,5:31,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Alternative,,Arctic Monkeys,21/02/2006,13 of 13,,,,21/12/2011 10:15 PM,
Cigarette Smoker Fiona,2:57,Arctic Monkeys,Who the F*** Are Arctic Monkeys? - EP,Alternative,,Arctic Monkeys,9/5/2006,2 of 5,,,,28/01/2012 5:11 PM,
Despair In the Departure Lounge,3:23,Arctic Monkeys,Who the F*** Are Arctic Monkeys? - EP,Alternative,,Arctic Monkeys,9/5/2006,3 of 5,,,,28/01/2012 5:11 PM,
No Buses,3:17,Arctic Monkeys,Who the F*** Are Arctic Monkeys? - EP,Alternative,,Arctic Monkeys,9/5/2006,4 of 5,,,,28/01/2012 5:11 PM,
Who the Fuck Are Arctic Monkeys?,5:37,Arctic Monkeys,Who the F*** Are Arctic Monkeys? - EP,Alternative,,Arctic Monkeys,9/5/2006,5 of 5,,,,28/01/2012 5:11 PM,
(You Make Me Feel Like A) Natural Woman,2:45,Aretha Franklin,The Big Chill,Rock,,,,7 of 14,,,,7/10/2013 16:13:00,"Carole King, Gerry Goffen, Jerry Wexler"
Fake Money,3:32,Arkells,High Noon,Alternative,,Arkells,5/8/2014,1 of 13,,,,26/08/2014 1:55 AM,
Come To Light,3:40,Arkells,High Noon,Alternative,,Arkells,5/8/2014,2 of 13,,,,26/08/2014 1:55 AM,Arkells
Cynical Bastards,3:37,Arkells,High Noon,Alternative,,Arkells,5/8/2014,3 of 13,,,,26/08/2014 1:55 AM,
11:11,3:41,Arkells,High Noon,Alternative,,Arkells,5/8/2014,4 of 13,,,,26/08/2014 1:55 AM,
Never Thought That This Would Happen,4:48,Arkells,High Noon,Alternative,,Arkells,5/8/2014,5 of 13,,,,26/08/2014 1:55 AM,Arkells
Dirty Blonde,3:34,Arkells,High Noon,Alternative,,Arkells,5/8/2014,6 of 13,,,,26/08/2014 1:55 AM,
What Are You Holding On To?,3:41,Arkells,High Noon,Alternative,,Arkells,5/8/2014,7 of 13,,,,26/08/2014 1:55 AM,
Hey Kids!,3:24,Arkells,High Noon,Alternative,,Arkells,5/8/2014,8 of 13,,,,26/08/2014 1:55 AM,
Leather Jacket,3:56,Arkells,High Noon,Alternative,,Arkells,5/8/2014,9 of 13,,,,26/08/2014 1:55 AM,
Crawling Through the Window,3:48,Arkells,High Noon,Alternative,,Arkells,5/8/2014,10 of 13,,,,26/08/2014 1:55 AM,
Systematic,3:52,Arkells,High Noon,Alternative,,Arkells,5/8/2014,11 of 13,,,,26/08/2014 1:55 AM,
11:11 (Acoustic),3:27,Arkells,High Noon,Alternative,,Arkells,5/8/2014,12 of 13,,,,26/08/2014 1:55 AM,Arkells
What Are You Holding On To? (Acoustic),3:39,Arkells,High Noon,Alternative,,Arkells,5/8/2014,13 of 13,,,,26/08/2014 1:55 AM,Arkells
Deadlines,2:46,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,1 of 12,,,,6/7/2013 13:33:00,
Pullin Punches,3:18,Arkells,Jackson Square,Rock,1,Arkells,28/10/2008,2 of 12,11/10/2013 14:47:00,,,19/08/2011 2:02 PM,
"Oh, the Boss Is Coming!",3:41,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,3 of 12,,,,6/7/2013 13:33:00,
Ballad of Hugo Chavez,3:01,Arkells,Jackson Square,Rock,1,Arkells,28/10/2008,4 of 12,12/3/2014 0:14:00,1,11/10/2013 15:14:00,6/7/2013 13:33:00,
Tragic Flaw,3:54,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,5 of 12,,,,6/7/2013 13:33:00,
No Champagne Socialist,3:44,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,6 of 12,,,,6/7/2013 13:33:00,
Abigail,4:17,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,7 of 12,,,,6/7/2013 13:33:00,
Heart of the City,3:59,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,8 of 12,,,,6/7/2013 13:33:00,
I'm Not the Sun,3:41,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,9 of 12,,,,6/7/2013 13:33:00,
The Choir,3:19,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,10 of 12,,,,6/7/2013 13:33:00,
John Lennon,4:04,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,11 of 12,,1,11/10/2013 14:58:00,19/08/2011 2:02 PM,
Blueprint,3:08,Arkells,Jackson Square,Rock,,Arkells,28/10/2008,12 of 12,,,,6/7/2013 13:33:00,
Book Club,3:17,Arkells,Michigan Left,Rock,,Arkells,18/10/2011,1 of 10,,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Where U Goin,3:46,Arkells,Michigan Left,Rock,,Arkells,18/10/2011,2 of 10,,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Michigan Left,3:27,Arkells,Michigan Left,Rock,2,Arkells,18/10/2011,3 of 10,20/10/2013 7:11 PM,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Coffee,4:11,Arkells,Michigan Left,Rock,,Arkells,18/10/2011,4 of 10,,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
On Paper,3:25,Arkells,Michigan Left,Rock,1,Arkells,18/10/2011,5 of 10,2/7/2014 15:54:00,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Kiss Cam,3:44,Arkells,Michigan Left,Rock,,Arkells,18/10/2011,6 of 10,,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
One Foot Out the Door,3:52,Arkells,Michigan Left,Rock,,Arkells,18/10/2011,7 of 10,,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Bloodlines,3:27,Arkells,Michigan Left,Rock,,Arkells,18/10/2011,8 of 10,,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Agent Zero,3:14,Arkells,Michigan Left,Rock,,Arkells,18/10/2011,10 of 10,,,,7/7/2013 20:00:00,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Whistleblower,3:15,Arkells,Whistleblower - Single,Rock,,Arkells,5/7/2011,1 of 1,,1,11/10/2013 14:58:00,19/08/2011 2:05 PM,"Max Kerman, Mike DeAngelis, Dan Griffin, Nick Dika & Tim Oxford"
Electric,4:03,Atlas Genius,When It Was Now (Deluxe Version),Alternative,2,Atlas Genius,19/02/2013,1 of 14,5/1/2014 19:45:00,,,1/7/2013 12:41:00,
If So,3:02,Atlas Genius,When It Was Now (Deluxe Version),Alternative,2,Atlas Genius,19/02/2013,2 of 14,5/1/2014 19:48:00,,,1/7/2013 12:41:00,
Back Seat,3:03,Atlas Genius,When It Was Now (Deluxe Version),Alternative,2,Atlas Genius,19/02/2013,3 of 14,5/1/2014 19:51:00,,,1/7/2013 12:41:00,
Trojans,3:39,Atlas Genius,When It Was Now (Deluxe Version),Alternative,2,Atlas Genius,19/02/2013,4 of 14,5/1/2014 19:54:00,,,1/7/2013 12:41:00,
Through the Glass,3:52,Atlas Genius,When It Was Now (Deluxe Version),Alternative,1,Atlas Genius,19/02/2013,5 of 14,5/1/2014 19:58:00,,,1/7/2013 12:41:00,
On a Day,3:27,Atlas Genius,When It Was Now (Deluxe Version),Alternative,2,Atlas Genius,19/02/2013,6 of 14,5/1/2014 20:02:00,,,1/7/2013 12:41:00,
Centred On You,3:37,Atlas Genius,When It Was Now (Deluxe Version),Alternative,1,Atlas Genius,19/02/2013,7 of 14,5/1/2014 20:05:00,1,7/10/2013 22:02:00,1/7/2013 12:41:00,
Don't Make a Scene,2:44,Atlas Genius,When It Was Now (Deluxe Version),Alternative,1,Atlas Genius,19/02/2013,8 of 14,7/10/2013 22:05:00,,,1/7/2013 12:41:00,
All These Girls,3:24,Atlas Genius,When It Was Now (Deluxe Version),Alternative,1,Atlas Genius,19/02/2013,9 of 14,7/10/2013 22:08:00,,,1/7/2013 12:41:00,
When It Was Now,3:32,Atlas Genius,When It Was Now (Deluxe Version),Alternative,1,Atlas Genius,19/02/2013,10 of 14,7/10/2013 22:12:00,,,1/7/2013 12:41:00,
Symptoms,3:22,Atlas Genius,When It Was Now (Deluxe Version),Alternative,1,Atlas Genius,19/02/2013,11 of 14,7/10/2013 22:15:00,,,1/7/2013 12:41:00,
Trojans (Lenno Remix) [Bonus Track],4:43,Atlas Genius,When It Was Now (Deluxe Version),Alternative,,Atlas Genius,19/02/2013,12 of 14,,,,1/7/2013 12:41:00,
Back Seat (Goldroom Remix) [Bonus Track],3:54,Atlas Genius,When It Was Now (Deluxe Version),Alternative,,Atlas Genius,19/02/2013,13 of 14,,,,1/7/2013 12:41:00,
If So (Electric Lady Acoustic) [Bonus Track],3:37,Atlas Genius,When It Was Now (Deluxe Version),Alternative,,Atlas Genius,19/02/2013,14 of 14,,,,1/7/2013 12:41:00,
Megalithic Symphony,0:58,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,1 of 15,,,,29/04/2012 7:56 PM,
Some Sort of Creature,0:27,AWOLNATION,Megalithic Symphony,Alternative,1,AWOLNATION,15/03/2011,2 of 15,13/04/2014 2:13 PM,,,29/04/2012 7:56 PM,
Soul Wars,3:37,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,3 of 15,,,,29/04/2012 7:56 PM,
People,3:58,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,4 of 15,,,,29/04/2012 7:56 PM,
Jump On My Shoulders,4:08,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,5 of 15,,,,29/04/2012 7:56 PM,
Burn It Down,2:45,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,6 of 15,,,,29/04/2012 7:56 PM,
Guilty Filthy Soul,3:33,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,7 of 15,,,,29/04/2012 7:56 PM,
Kill Your Heroes,2:59,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,8 of 15,,,,29/04/2012 7:56 PM,
My Nightmare's Dream,0:27,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,9 of 15,,,,29/04/2012 7:56 PM,
Sail,4:19,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,10 of 15,,,,27/05/2011 1:53 PM,
Wake Up,3:03,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,11 of 15,,,,29/04/2012 7:56 PM,
Not Your Fault,4:02,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,12 of 15,,,,29/04/2012 7:56 PM,
All I Need,3:38,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,13 of 15,,,,29/04/2012 7:56 PM,
Knights of Shame,14:58,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,14 of 15,,,,29/04/2012 7:56 PM,
Swinging from the Castles,3:05,AWOLNATION,Megalithic Symphony,Alternative,,AWOLNATION,15/03/2011,15 of 15,,,,29/04/2012 7:56 PM,
Run,4:02,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,1 of 14,,,,20/03/2015 2:08 AM,
Fat Face,3:33,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,2 of 14,,,,20/03/2015 2:08 AM,
Hollow Moon (Bad Wolf),4:19,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,3 of 14,,,,20/03/2015 2:08 AM,
Jailbreak,4:41,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,4 of 14,,,,20/03/2015 2:08 AM,
Kookseverywhere!!!,4:07,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,5 of 14,,,,20/03/2015 2:08 AM,
I Am,4:34,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,6 of 14,,,,20/03/2015 2:08 AM,
Headrest for My Soul,2:08,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,7 of 14,,,,20/03/2015 2:08 AM,
Dreamers,2:25,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,8 of 14,,,,20/03/2015 2:08 AM,
Windows,3:37,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,9 of 14,,,,20/03/2015 2:08 AM,
Holy Roller,3:58,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,10 of 14,,,,20/03/2015 2:08 AM,
Woman Woman,3:38,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,11 of 14,,,,20/03/2015 2:08 AM,
Lie Love Live Love,4:41,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,12 of 14,,,,20/03/2015 2:08 AM,
"Like People, Like Plastic",4:31,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,13 of 14,,,,20/03/2015 2:08 AM,
Drinking Lightning,5:08,AWOLNATION,Run,Alternative,,AWOLNATION,17/03/2015,14 of 14,,,,20/03/2015 2:08 AM,
Digital Booklet - Run,,AWOLNATION,Run,Alternative,,AWOLNATION,28/04/2003,,,,,20/03/2015 2:08 AM,
Rock Lobster,6:51,The B-52's,The Best 80s Modern Rock Album... Ever! (Disc 1),Rock,,,,15 of 16,,,,7/10/2013 16:13:00,
Cosmic Thing,3:53,The B-52's,Cosmic Thing,Rock,,,,1 of 10,,,,7/10/2013 16:13:00,The B-52's
Dry County,4:55,The B-52's,Cosmic Thing,Rock,,,,2 of 10,,,,7/10/2013 16:13:00,The B-52's
Deadbeat Club,4:48,The B-52's,Cosmic Thing,Rock,,,,3 of 10,,,,7/10/2013 16:13:00,The B-52's
Love Shack,5:22,The B-52's,Cosmic Thing,Rock,,,,4 of 10,,,,7/10/2013 16:13:00,The B-52's
